Time,Channel A,Channel B
0.01740000,0.08704478,0.08658341
0.01760000,0.04352239,0.12979820
0.01780000,0.08704478,0.12979820
0.01800000,0.08704478,0.08658341
0.01820000,0.08704478,0.12979820
0.01840000,0.08704478,0.12979820
0.01860000,0.08704478,0.12979820
0.01880000,0.08704478,0.12979820
0.01900000,0.04352239,0.08658341
0.01920000,0.08704478,0.12979820
0.01940000,0.08704478,0.12979820
0.01960000,0.08704478,0.12979820
0.01980000,0.08704478,0.08658341
0.02000000,0.08704478,0.12979820
0.02020000,0.04352239,0.12979820
0.02040000,0.04352239,0.12979820
0.02060000,0.04352239,0.12979820
0.02080000,0.04352239,0.08658341
0.02100000,0.08704478,0.08658341
0.02120000,0.04352239,0.12979820
0.02140000,0.08704478,0.12979820
0.02160000,0.08704478,0.12979820
0.02180000,0.08704478,0.08658341
0.02200000,0.08704478,0.08658341
0.02220000,0.04352239,0.12979820
0.02240000,0.08704478,0.08658341
0.02260000,0.08704478,0.12979820
0.02280000,0.04352239,0.12979820
0.02300000,0.08704478,0.08658341
0.02320000,0.04352239,0.12979820
0.02340000,0.08704478,0.12979820
0.02360000,0.08704478,0.12979820
0.02380000,0.04352239,0.12979820
0.02400000,0.04352239,0.08658341
0.02420000,0.04352239,0.12979820
0.02440000,0.08704478,0.08658341
0.02460000,0.08704478,0.12979820
0.02480000,0.04352239,0.12979820
0.02500000,0.04352239,0.08658341
0.02520000,0.08704478,0.12979820
0.02540000,0.08704478,0.12979820
0.02560000,0.08704478,0.08658341
0.02580000,0.04352239,0.08658341
0.02600000,0.04352239,0.12979820
0.02620000,0.08704478,0.08658341
0.02640000,0.08704478,0.12979820
0.02660000,0.04352239,0.08658341
0.02680000,0.08704478,0.08658341
0.02700000,0.08704478,0.08658341
0.02720000,0.08704478,0.08658341
0.02740000,0.08704478,0.08658341
0.02760000,0.04352239,0.08658341
0.02780000,0.04352239,0.08658341
0.02800000,0.04352239,0.08658341
0.02820000,0.08704478,0.08658341
0.02840000,0.08704478,0.12979820
0.02860000,0.08704478,0.12979820
0.02880000,0.08704478,0.08658341
0.02900000,0.04352239,0.08658341
0.02920000,0.04352239,0.08658341
0.02940000,0.08704478,0.12979820
0.02960000,0.08704478,0.12979820
0.02980000,0.08704478,0.08658341
0.03000000,0.04352239,0.08658341
0.03020000,0.08704478,0.12979820
0.03040000,0.08704478,0.12979820
0.03060000,0.08704478,0.08658341
0.03080000,0.08704478,0.12979820
0.03100000,0.08704478,0.08658341
0.03120000,0.04352239,0.12979820
0.03140000,0.04352239,0.12979820
0.03160000,0.04352239,0.12979820
0.03180000,0.08704478,0.12979820
0.03200000,0.08704478,0.08658341
0.03220000,0.08704478,0.12979820
0.03240000,0.08704478,0.12979820
0.03260000,0.04352239,0.08658341
0.03280000,0.04352239,0.12979820
0.03300000,0.04352239,0.12979820
0.03320000,0.08704478,0.08658341
0.03340000,0.08704478,0.12979820
0.03360000,0.04352239,0.08658341
0.03380000,0.08704478,0.08658341
0.03400000,0.04352239,0.08658341
0.03420000,0.08704478,0.08658341
0.03440000,0.08704478,0.08658341
0.03460000,0.04352239,0.08658341
0.03480000,0.08704478,0.12979820
0.03500000,0.08704478,0.12979820
0.03520000,0.08704478,0.12979820
0.03540000,0.08704478,0.12979820
0.03560000,0.08704478,0.08658341
0.03580000,0.08704478,0.12979820
0.03600000,0.08704478,0.08658341
0.03620000,0.08704478,0.12979820
0.03640000,0.08704478,0.08658341
0.03660000,0.08704478,0.08658341
0.03680000,0.08704478,0.12979820
0.03700000,0.08704478,0.12979820
0.03720000,0.04352239,0.12979820
0.03740000,0.08704478,0.12979820
0.03760000,0.08704478,0.08658341
0.03780000,0.08704478,0.08658341
0.03800000,0.08704478,0.08658341
0.03820000,0.08704478,0.12979820
0.03840000,0.08704478,0.12979820
0.03860000,0.08704478,0.12979820
0.03880000,0.08704478,0.12979820
0.03900000,0.08704478,0.12979820
0.03920000,0.04352239,0.08658341
0.03940000,0.08704478,0.12979820
0.03960000,0.08704478,0.08658341
0.03980000,0.08704478,0.12979820
0.04000000,0.08704478,0.08658341
0.04020000,0.08704478,0.08658341
0.04040000,0.04352239,0.12979820
0.04060000,0.04352239,0.12979820
0.04080000,0.08704478,0.12979820
0.04100000,0.08704478,0.08658341
0.04120000,0.08704478,0.12979820
0.04140000,0.08704478,0.08658341
0.04160000,0.08704478,0.12979820
0.04180000,0.08704478,0.08658341
0.04200000,0.04352239,0.12979820
0.04220000,0.08704478,0.12979820
0.04240000,0.08704478,0.12979820
0.04260000,0.04352239,0.08658341
0.04280000,0.04352239,0.12979820
0.04300000,0.08704478,0.12979820
0.04320000,0.08704478,0.12979820
0.04340000,0.08704478,0.12979820
0.04360000,0.08704478,0.12979820
0.04380000,0.04352239,0.08658341
0.04400000,0.08704478,0.12979820
0.04420000,0.04352239,0.12979820
0.04440000,0.04352239,0.08658341
0.04460000,0.08704478,0.08658341
0.04480000,0.08704478,0.08658341
0.04500000,0.04352239,0.12979820
0.04520000,0.04352239,0.12979820
0.04540000,0.08704478,0.08658341
0.04560000,0.08704478,0.12979820
0.04580000,0.04352239,0.08658341
0.04600000,0.04352239,0.12979820
0.04620000,0.08704478,0.12979820
0.04640000,0.08704478,0.08658341
0.04660000,0.08704478,0.08658341
0.04680000,0.08704478,0.12979820
0.04700000,0.04352239,0.08658341
0.04720000,0.08704478,0.08658341
0.04740000,0.08704478,0.12979820
0.04760000,0.08704478,0.12979820
0.04780000,0.08704478,0.08658341
0.04800000,0.08704478,0.08658341
0.04820000,0.04352239,0.12979820
0.04840000,0.04352239,0.08658341
0.04860000,0.08704478,0.08658341
0.04880000,0.08704478,0.08658341
0.04900000,0.08704478,0.12979820
0.04920000,0.08704478,0.08658341
0.04940000,0.08704478,0.08658341
0.04960000,0.08704478,0.08658341
0.04980000,0.08704478,0.08658341
0.05000000,0.04352239,0.12979820
0.05020000,0.08704478,0.08658341
0.05040000,0.08704478,0.12979820
0.05060000,0.08704478,0.08658341
0.05080000,0.08704478,0.12979820
0.05100000,0.08704478,0.12979820
0.05120000,0.08704478,0.08658341
0.05140000,0.08704478,0.12979820
0.05160000,0.08704478,0.08658341
0.05180000,0.04352239,0.08658341
0.05200000,0.08704478,0.08658341
0.05220000,0.08704478,0.08658341
0.05240000,0.08704478,0.12979820
0.05260000,0.08704478,0.12979820
0.05280000,0.04352239,0.12979820
0.05300000,0.08704478,0.08658341
0.05320000,0.04352239,0.12979820
0.05340000,0.04352239,0.08658341
0.05360000,0.04352239,0.08658341
0.05380000,0.08704478,0.12979820
0.05400000,0.08704478,0.08658341
0.05420000,0.08704478,0.12979820
0.05440000,0.04352239,0.12979820
0.05460000,0.08704478,0.12979820
0.05480000,0.04352239,0.12979820
0.05500000,0.08704478,0.12979820
0.05520000,0.08704478,0.12979820
0.05540000,0.08704478,0.08658341
0.05560000,0.08704478,0.08658341
0.05580000,0.08704478,0.12979820
0.05600000,0.08704478,0.12979820
0.05620000,0.08704478,0.12979820
0.05640000,0.08704478,0.12979820
0.05660000,0.08704478,0.12979820
0.05680000,0.08704478,0.12979820
0.05700000,0.04352239,0.12979820
0.05720000,0.04352239,0.12979820
0.05740000,0.08704478,0.08658341
0.05760000,0.08704478,0.12979820
0.05780000,0.08704478,0.12979820
0.05800000,0.08704478,0.12979820
0.05820000,0.04352239,0.12979820
0.05840000,0.04352239,0.08658341
0.05860000,0.04352239,0.08658341
0.05880000,0.08704478,0.12979820
0.05900000,0.08704478,0.12979820
0.05920000,0.04352239,0.08658341
0.05940000,0.08704478,0.12979820
0.05960000,0.04352239,0.08658341
0.05980000,0.04352239,0.08658341
0.06000000,0.08704478,0.12979820
0.06020000,0.08704478,0.08658341
0.06040000,0.04352239,0.12979820
0.06060000,0.04352239,0.08658341
0.06080000,0.04352239,0.12979820
0.06100000,0.08704478,0.12979820
0.06120000,0.04352239,0.12979820
0.06140000,0.08704478,0.08658341
0.06160000,0.08704478,0.12979820
0.06180000,0.08704478,0.12979820
0.06200000,0.08704478,0.08658341
0.06220000,0.08704478,0.12979820
0.06240000,0.08704478,0.08658341
0.06260000,0.08704478,0.12979820
0.06280000,0.08704478,0.08658341
0.06300000,0.04352239,0.12979820
0.06320000,0.08704478,0.12979820
0.06340000,0.08704478,0.12979820
0.06360000,0.08704478,0.12979820
0.06380000,0.04352239,0.08658341
0.06400000,0.04352239,0.12979820
0.06420000,0.08704478,0.08658341
0.06440000,0.04352239,0.08658341
0.06460000,0.08704478,0.12979820
0.06480000,0.08704478,0.08658341
0.06500000,0.08704478,0.12979820
0.06520000,0.08704478,0.08658341
0.06540000,0.08704478,0.08658341
0.06560000,0.08704478,0.08658341
0.06580000,0.08704478,0.08658341
0.06600000,0.08704478,0.08658341
0.06620000,0.04352239,0.08658341
0.06640000,0.04352239,0.12979820
0.06660000,0.04352239,0.12979820
0.06680000,0.04352239,0.08658341
0.06700000,0.04352239,0.12979820
0.06720000,0.04352239,0.08658341
0.06740000,0.08704478,0.12979820
0.06760000,0.08704478,0.12979820
0.06780000,0.08704478,0.08658341
0.06800000,0.04352239,0.12979820
0.06820000,0.08704478,0.12979820
0.06840000,0.08704478,0.08658341
0.06860000,0.04352239,0.08658341
0.06880000,0.08704478,0.12979820
0.06900000,0.08704478,0.12979820
0.06920000,0.08704478,0.12979820
0.06940000,0.08704478,0.12979820
0.06960000,0.08704478,0.08658341
0.06980000,0.08704478,0.12979820
0.07000000,0.08704478,0.08658341
0.07020000,0.08704478,0.08658341
0.07040000,0.04352239,0.12979820
0.07060000,0.08704478,0.12979820
0.07080000,0.04352239,0.08658341
0.07100000,0.04352239,0.08658341
0.07120000,0.04352239,0.12979820
0.07140000,0.04352239,0.08658341
0.07160000,0.08704478,0.12979820
0.07180000,0.04352239,0.12979820
0.07200000,0.08704478,0.12979820
0.07220000,0.08704478,0.12979820
0.07240000,0.04352239,0.08658341
0.07260000,0.08704478,0.12979820
0.07280000,0.08704478,0.12979820
0.07300000,0.08704478,0.12979820
0.07320000,0.08704478,0.12979820
0.07340000,0.08704478,0.12979820
0.07360000,0.08704478,0.08658341
0.07380000,0.04352239,0.12979820
0.07400000,0.08704478,0.12979820
0.07420000,0.08704478,0.12979820
0.07440000,0.04352239,0.12979820
0.07460000,0.04352239,0.12979820
0.07480000,0.08704478,0.12979820
0.07500000,0.04352239,0.08658341
0.07520000,0.08704478,0.12979820
0.07540000,0.04352239,0.12979820
0.07560000,0.04352239,0.12979820
0.07580000,0.08704478,0.12979820
0.07600000,0.04352239,0.12979820
0.07620000,0.04352239,0.08658341
0.07640000,0.04352239,0.12979820
0.07660000,0.04352239,0.08658341
0.07680000,0.08704478,0.12979820
0.07700000,0.08704478,0.12979820
0.07720000,0.08704478,0.08658341
0.07740000,0.04352239,0.12979820
0.07760000,0.08704478,0.12979820
0.07780000,0.04352239,0.08658341
0.07800000,0.08704478,0.12979820
0.07820000,0.08704478,0.12979820
0.07840000,0.04352239,0.12979820
0.07860000,0.08704478,0.12979820
0.07880000,0.08704478,0.08658341
0.07900000,0.08704478,0.08658341
0.07920000,0.04352239,0.08658341
0.07940000,0.08704478,0.12979820
0.07960000,0.08704478,0.08658341
0.07980000,0.04352239,0.12979820
0.08000000,0.08704478,0.12979820
0.08020000,0.08704478,0.08658341
0.08040000,0.08704478,0.12979820
0.08060000,0.08704478,0.12979820
0.08080000,0.08704478,0.12979820
0.08100000,0.08704478,0.12979820
0.08120000,0.08704478,0.08658341
0.08140000,0.04352239,0.08658341
0.08160000,0.08704478,0.12979820
0.08180000,0.04352239,0.08658341
0.08200000,0.04352239,0.12979820
0.08220000,0.04352239,0.08658341
0.08240000,0.08704478,0.12979820
0.08260000,0.04352239,0.12979820
0.08280000,0.04352239,0.08658341
0.08300000,0.04352239,0.12979820
0.08320000,0.08704478,0.08658341
0.08340000,0.08704478,0.12979820
0.08360000,0.04352239,0.12979820
0.08380000,0.08704478,0.12979820
0.08400000,0.08704478,0.12979820
0.08420000,0.08704478,0.12979820
0.08440000,0.04352239,0.08658341
0.08460000,0.08704478,0.12979820
0.08480000,0.04352239,0.12979820
0.08500000,0.04352239,0.08658341
0.08520000,0.08704478,0.12979820
0.08540000,0.04352239,0.12979820
0.08560000,0.08704478,0.08658341
0.08580000,0.08704478,0.12979820
0.08600000,0.08704478,0.08658341
0.08620000,0.08704478,0.08658341
0.08640000,0.08704478,0.08658341
0.08660000,0.08704478,0.08658341
0.08680000,0.08704478,0.08658341
0.08700000,0.08704478,0.08658341
0.08720000,0.08704478,0.12979820
0.08740000,0.08704478,0.12979820
0.08760000,0.04352239,0.12979820
0.08780000,0.08704478,0.12979820
0.08800000,0.04352239,0.12979820
0.08820000,0.04352239,0.12979820
0.08840000,0.04352239,0.08658341
0.08860000,0.04352239,0.12979820
0.08880000,0.08704478,0.08658341
0.08900000,0.04352239,0.12979820
0.08920000,0.08704478,0.12979820
0.08940000,0.04352239,0.12979820
0.08960000,0.08704478,0.08658341
0.08980000,0.04352239,0.12979820
0.09000000,0.08704478,0.12979820
0.09020000,0.08704478,0.12979820
0.09040000,0.08704478,0.12979820
0.09060000,0.08704478,0.12979820
0.09080000,0.04352239,0.08658341
0.09100000,0.08704478,0.08658341
0.09120000,0.08704478,0.12979820
0.09140000,0.04352239,0.08658341
0.09160000,0.08704478,0.12979820
0.09180000,0.08704478,0.12979820
0.09200000,0.08704478,0.12979820
0.09220000,0.04352239,0.12979820
0.09240000,0.08704478,0.12979820
0.09260000,0.08704478,0.12979820
0.09280000,0.08704478,0.08658341
0.09300000,0.08704478,0.08658341
0.09320000,0.08704478,0.08658341
0.09340000,0.04352239,0.12979820
0.09360000,0.08704478,0.12979820
0.09380000,0.08704478,0.08658341
0.09400000,0.08704478,0.12979820
0.09420000,0.08704478,0.12979820
0.09440000,0.08704478,0.08658341
0.09460000,0.04352239,0.08658341
0.09480000,0.08704478,0.12979820
0.09500000,0.08704478,0.08658341
0.09520000,0.08704478,0.12979820
0.09540000,0.08704478,0.08658341
0.09560000,0.08704478,0.08658341
0.09580000,0.08704478,0.08658341
0.09600000,0.04352239,0.12979820
0.09620000,0.08704478,0.12979820
0.09640000,0.08704478,0.12979820
0.09660000,0.04352239,0.08658341
0.09680000,0.08704478,0.08658341
0.09700000,0.04352239,0.08658341
0.09720000,0.08704478,0.12979820
0.09740000,0.08704478,0.12979820
0.09760000,0.04352239,0.12979820
0.09780000,0.08704478,0.12979820
0.09800000,0.04352239,0.12979820
0.09820000,0.08704478,0.12979820
0.09840000,0.08704478,0.08658341
0.09860000,0.08704478,0.08658341
0.09880000,0.08704478,0.08658341
0.09900000,0.08704478,0.12979820
0.09920000,0.04352239,0.08658341
0.09940000,0.04352239,0.12979820
0.09960000,0.08704478,0.12979820
0.09980000,0.08704478,0.12979820
0.10000000,0.04352239,0.12979820
0.10020000,0.08704478,0.12979820
0.10040000,0.08704478,0.08658341
0.10060000,0.08704478,0.12979820
0.10080000,0.08704478,0.08658341
0.10100000,0.08704478,0.12979820
0.10120000,0.08704478,0.08658341
0.10140000,0.04352239,0.08658341
0.10160000,0.08704478,0.08658341
0.10180000,0.08704478,0.12979820
0.10200000,0.08704478,0.12979820
0.10220000,0.08704478,0.08658341
0.10240000,0.04352239,0.12979820
0.10260000,0.04352239,0.08658341
0.10280000,0.08704478,0.12979820
0.10300000,0.08704478,0.08658341
0.10320000,0.08704478,0.12979820
0.10340000,0.08704478,0.12979820
0.10360000,0.08704478,0.08658341
0.10380000,0.08704478,0.08658341
0.10400000,0.04352239,0.12979820
0.10420000,0.08704478,0.12979820
0.10440000,0.08704478,0.12979820
0.10460000,0.08704478,0.12979820
0.10480000,0.04352239,0.12979820
0.10500000,0.08704478,0.08658341
0.10520000,0.08704478,0.12979820
0.10540000,0.04352239,0.12979820
0.10560000,0.08704478,0.12979820
0.10580000,0.08704478,0.08658341
0.10600000,0.08704478,0.08658341
0.10620000,0.08704478,0.12979820
0.10640000,0.08704478,0.12979820
0.10660000,0.08704478,0.12979820
0.10680000,0.08704478,0.08658341
0.10700000,0.08704478,0.08658341
0.10720000,0.08704478,0.12979820
0.10740000,0.04352239,0.12979820
0.10760000,0.08704478,0.08658341
0.10780000,0.04352239,0.12979820
0.10800000,0.08704478,0.08658341
0.10820000,0.08704478,0.12979820
0.10840000,0.08704478,0.12979820
0.10860000,0.08704478,0.12979820
0.10880000,0.08704478,0.12979820
0.10900000,0.08704478,0.12979820
0.10920000,0.08704478,0.08658341
0.10940000,0.08704478,0.12979820
0.10960000,0.08704478,0.08658341
0.10980000,0.08704478,0.12979820
0.11000000,0.08704478,0.12979820
0.11020000,0.08704478,0.08658341
0.11040000,0.04352239,0.12979820
0.11060000,0.08704478,0.12979820
0.11080000,0.08704478,0.12979820
0.11100000,0.08704478,0.12979820
0.11120000,0.04352239,0.12979820
0.11140000,0.08704478,0.08658341
0.11160000,0.08704478,0.08658341
0.11180000,0.08704478,0.08658341
0.11200000,0.08704478,0.08658341
0.11220000,0.04352239,0.12979820
0.11240000,0.08704478,0.12979820
0.11260000,0.08704478,0.12979820
0.11280000,0.08704478,0.08658341
0.11300000,0.08704478,0.12979820
0.11320000,0.08704478,0.08658341
0.11340000,0.08704478,0.08658341
0.11360000,0.04352239,0.12979820
0.11380000,0.08704478,0.12979820
0.11400000,0.04352239,0.08658341
0.11420000,0.08704478,0.08658341
0.11440000,0.04352239,0.08658341
0.11460000,0.08704478,0.08658341
0.11480000,0.04352239,0.08658341
0.11500000,0.08704478,0.08658341
0.11520000,0.08704478,0.12979820
0.11540000,0.04352239,0.08658341
0.11560000,0.08704478,0.08658341
0.11580000,0.08704478,0.08658341
0.11600000,0.04352239,0.08658341
0.11620000,0.04352239,0.12979820
0.11640000,0.08704478,0.08658341
0.11660000,0.08704478,0.12979820
0.11680000,0.08704478,0.08658341
0.11700000,0.08704478,0.08658341
0.11720000,0.08704478,0.08658341
0.11740000,0.08704478,0.08658341
0.11760000,0.08704478,0.12979820
0.11780000,0.04352239,0.12979820
0.11800000,0.08704478,0.12979820
0.11820000,0.04352239,0.12979820
0.11840000,0.04352239,0.08658341
0.11860000,0.08704478,0.12979820
0.11880000,0.08704478,0.12979820
0.11900000,0.08704478,0.12979820
0.11920000,0.08704478,0.12979820
0.11940000,0.04352239,0.12979820
0.11960000,0.04352239,0.12979820
0.11980000,0.04352239,0.12979820
0.12000000,0.08704478,0.08658341
0.12020000,0.08704478,0.08658341
0.12040000,0.08704478,0.12979820
0.12060000,0.04352239,0.12979820
0.12080000,0.04352239,0.12979820
0.12100000,0.04352239,0.08658341
0.12120000,0.04352239,0.12979820
0.12140000,0.04352239,0.08658341
0.12160000,0.08704478,0.12979820
0.12180000,0.08704478,0.08658341
0.12200000,0.04352239,0.08658341
0.12220000,0.08704478,0.12979820
0.12240000,0.08704478,0.08658341
0.12260000,0.04352239,0.08658341
0.12280000,0.08704478,0.08658341
0.12300000,0.04352239,0.12979820
0.12320000,0.08704478,0.12979820
0.12340000,0.04352239,0.08658341
0.12360000,0.08704478,0.08658341
0.12380000,0.04352239,0.12979820
0.12400000,0.08704478,0.12979820
0.12420000,0.08704478,0.12979820
0.12440000,0.04352239,0.08658341
0.12460000,0.08704478,0.08658341
0.12480000,0.08704478,0.12979820
0.12500000,0.04352239,0.08658341
0.12520000,0.04352239,0.08658341
0.12540000,0.04352239,0.12979820
0.12560000,0.08704478,0.12979820
0.12580000,0.04352239,0.08658341
0.12600000,0.08704478,0.08658341
0.12620000,0.08704478,0.12979820
0.12640000,0.08704478,0.12979820
0.12660000,0.08704478,0.12979820
0.12680000,0.04352239,0.08658341
0.12700000,0.08704478,0.12979820
0.12720000,0.08704478,0.12979820
0.12740000,0.04352239,0.12979820
0.12760000,0.08704478,0.12979820
0.12780000,0.08704478,0.08658341
0.12800000,0.08704478,0.12979820
0.12820000,0.08704478,0.12979820
0.12840000,0.08704478,0.12979820
0.12860000,0.04352239,0.12979820
0.12880000,0.08704478,0.12979820
0.12900000,0.08704478,0.08658341
0.12920000,0.08704478,0.12979820
0.12940000,0.04352239,0.12979820
0.12960000,0.08704478,0.12979820
0.12980000,0.08704478,0.12979820
0.13000000,0.08704478,0.12979820
0.13020000,0.04352239,0.08658341
0.13040000,0.08704478,0.08658341
0.13060000,0.08704478,0.12979820
0.13080000,0.08704478,0.12979820
0.13100000,0.08704478,0.12979820
0.13120000,0.08704478,0.12979820
0.13140000,0.04352239,0.12979820
0.13160000,0.04352239,0.08658341
0.13180000,0.08704478,0.12979820
0.13200000,0.08704478,0.08658341
0.13220000,0.08704478,0.08658341
0.13240000,0.08704478,0.12979820
0.13260000,0.08704478,0.12979820
0.13280000,0.08704478,0.12979820
0.13300000,0.08704478,0.12979820
0.13320000,0.08704478,0.12979820
0.13340000,0.08704478,0.12979820
0.13360000,0.08704478,0.08658341
0.13380000,0.08704478,0.12979820
0.13400000,0.08704478,0.08658341
0.13420000,0.08704478,0.12979820
0.13440000,0.08704478,0.08658341
0.13460000,0.08704478,0.12979820
0.13480000,0.08704478,0.08658341
0.13500000,0.08704478,0.08658341
0.13520000,0.04352239,0.12979820
0.13540000,0.08704478,0.08658341
0.13560000,0.08704478,0.12979820
0.13580000,0.08704478,0.08658341
0.13600000,0.08704478,0.08658341
0.13620000,0.08704478,0.08658341
0.13640000,0.08704478,0.08658341
0.13660000,0.08704478,0.12979820
0.13680000,0.08704478,0.08658341
0.13700000,0.04352239,0.08658341
0.13720000,0.08704478,0.12979820
0.13740000,0.08704478,0.08658341
0.13760000,0.08704478,0.08658341
0.13780000,0.08704478,0.12979820
0.13800000,0.04352239,0.08658341
0.13820000,0.08704478,0.12979820
0.13840000,0.08704478,0.12979820
0.13860000,0.08704478,0.12979820
0.13880000,0.08704478,0.12979820
0.13900000,0.08704478,0.12979820
0.13920000,0.08704478,0.08658341
0.13940000,0.04352239,0.08658341
0.13960000,0.04352239,0.12979820
0.13980000,0.08704478,0.08658341
0.14000000,0.08704478,0.12979820
0.14020000,0.08704478,0.12979820
0.14040000,0.08704478,0.12979820
0.14060000,0.08704478,0.12979820
0.14080000,0.08704478,0.12979820
0.14100000,0.08704478,0.08658341
0.14120000,0.08704478,0.12979820
0.14140000,0.08704478,0.12979820
0.14160000,0.04352239,0.12979820
0.14180000,0.04352239,0.08658341
0.14200000,0.04352239,0.12979820
0.14220000,0.08704478,0.08658341
0.14240000,0.08704478,0.08658341
0.14260000,0.08704478,0.08658341
0.14280000,0.04352239,0.12979820
0.14300000,0.08704478,0.12979820
0.14320000,0.08704478,0.12979820
0.14340000,0.08704478,0.08658341
0.14360000,0.08704478,0.08658341
0.14380000,0.08704478,0.08658341
0.14400000,0.08704478,0.08658341
0.14420000,0.08704478,0.08658341
0.14440000,0.04352239,0.12979820
0.14460000,0.08704478,0.12979820
0.14480000,0.08704478,0.12979820
0.14500000,0.08704478,0.08658341
0.14520000,0.04352239,0.12979820
0.14540000,0.08704478,0.12979820
0.14560000,0.04352239,0.12979820
0.14580000,0.04352239,0.12979820
0.14600000,0.04352239,0.08658341
0.14620000,0.04352239,0.08658341
0.14640000,0.08704478,0.12979820
0.14660000,0.08704478,0.12979820
0.14680000,0.08704478,0.12979820
0.14700000,0.04352239,0.08658341
0.14720000,0.08704478,0.08658341
0.14740000,0.08704478,0.08658341
0.14760000,0.08704478,0.12979820
0.14780000,0.08704478,0.12979820
0.14800000,0.08704478,0.08658341
0.14820000,0.04352239,0.12979820
0.14840000,0.08704478,0.08658341
0.14860000,0.04352239,0.12979820
0.14880000,0.08704478,0.12979820
0.14900000,0.08704478,0.08658341
0.14920000,0.08704478,0.12979820
0.14940000,0.08704478,0.12979820
0.14960000,0.08704478,0.12979820
0.14980000,0.04352239,0.08658341
0.15000000,0.04352239,0.08658341
0.15020000,0.08704478,0.12979820
0.15040000,0.08704478,0.12979820
0.15060000,0.04352239,0.08658341
0.15080000,0.04352239,0.08658341
0.15100000,0.04352239,0.08658341
0.15120000,0.08704478,0.12979820
0.15140000,0.08704478,0.08658341
0.15160000,0.04352239,0.12979820
0.15180000,0.08704478,0.08658341
0.15200000,0.08704478,0.08658341
0.15220000,0.08704478,0.12979820
0.15240000,0.08704478,0.12979820
0.15260000,0.08704478,0.08658341
0.15280000,0.08704478,0.08658341
0.15300000,0.04352239,0.08658341
0.15320000,0.08704478,0.08658341
0.15340000,0.08704478,0.12979820
0.15360000,0.04352239,0.12979820
0.15380000,0.04352239,0.08658341
0.15400000,0.04352239,0.12979820
0.15420000,0.04352239,0.12979820
0.15440000,0.08704478,0.12979820
0.15460000,0.04352239,0.12979820
0.15480000,0.08704478,0.12979820
